address,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BYOBCorkage,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.africanamerican,attributes.HairSpecializesIn.asian,attributes.HairSpecializesIn.coloring,attributes.HairSpecializesIn.curly,attributes.HairSpecializesIn.extensions,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,business_id,categories,city,hours.Friday,hours.Monday,hours.Saturday,hours.Sunday,hours.Thursday,hours.Tuesday,hours.Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
1000 Ross Park Mall Dr,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,True,False,False,False,,,,,,,,,,,,,,,False,,True,,,,,,,,,,,,,,,,False,,,,,,,,average,,,casual,,False,True,1.0,False,False,True,,,no,x9ABq0u2quurwRYlVDydVg,"Burgers, Restaurants, Fast Food",Pittsburgh,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0,10:0-21:0,10:0-21:0,10:0-21:0,1,40.5445585,-80.0087394,Five Guys,,15237,6,3.0,PA
49 18th St,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,very_loud,,True,casual,,,True,2.0,,True,,,,,On54MnSknSLMDSNnvUV4Ag,"Restaurants, Greek",Pittsburgh,11:0-2:0,,11:0-2:0,11:0-2:0,11:0-2:0,,11:0-2:0,0,40.4507558,-79.9851419,Taverna 19,Strip District,15222,11,3.0,PA
5217 Butler St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,True,False,False,,,,False,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,1.0,False,False,True,,True,free,wJ4lFz3o1HGJ4wNCCsQTQQ,"Restaurants, Cafes",Pittsburgh,8:0-17:0,8:0-17:0,9:0-15:0,,8:0-17:0,8:0-17:0,8:0-17:0,0,40.480844,-79.954475,The Zone,Lawrenceville,15201,4,2.5,PA
3420 William Penn Hwy,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,no,2cfzQGANxuIGcCUrlwnV7w,"Chicken Wings, Restaurants, Fast Food, Southern",Pittsburgh,10:30-23:0,10:30-22:0,10:30-23:0,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,1,40.4299984,-79.8132711,Popeyes Louisiana Kitchen,,15235,24,2.0,PA
3841 Willow Ave,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,,True,False,True,False,False,False,,,,False,False,,,,,,,,,,,False,True,False,False,False,True,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,True,True,no,,no,FJoXrkLaLh76MgHXKdJJFw,"Nightlife, Bars, American (Traditional), Restaurants",Pittsburgh,16:0-23:0,,16:0-23:0,,16:0-23:0,16:0-23:0,16:0-23:0,1,40.365113,-80.0261797,Someone Else's Bar,,15234,69,4.0,PA
5527 Verona Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,False,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,False,no,3DQKaQN2wjWTWUN0EBwkzw,"Pizza, Restaurants",Verona,,,,,,,,1,40.4827281,-79.8378174,Della Sala's Pizza,,15147,20,5.0,PA
535 Liberty Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,,,,False,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,,,True,casual,,False,True,2.0,True,,True,,,no,Hb717wjzx1Q7cVXQo1-u2w,"Food, Ice Cream & Frozen Yogurt, American (Traditional), Restaurants, Salad, Burgers",Pittsburgh,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.44184771,-80.00241501,BRGR,Downtown,15222,23,3.5,PA
111 Smitfield St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,,no,QIELh9m9aefbDtIL_mOsMw,"Mexican, Restaurants",Pittsburgh,11:0-20:0,11:0-20:0,,,11:0-20:0,11:0-20:0,11:0-20:0,0,40.43758392,-80.0004425,Vicky's Mexican Restaurant,Downtown,15222,9,4.0,PA
328 Atwood St,,,full_bar,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,,,True,False,False,True,False,False,,,,,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,False,True,True,False,True,False,False,very_loud,,False,,,,True,1.0,,,,yes,False,,hOv0yRX4Km89-7vJuzPteg,"Pubs, Bars, Cafes, Nightlife, Restaurants",Pittsburgh,,,,,,,,0,40.438875,-79.955248,Spice Cafe,Oakland,15213,7,4.5,PA
1624 Lincoln Way,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,True,,,,rmmIC5szAimxRnqQx3RUQg,"Salad, Food Delivery Services, Restaurants, Pizza, Burgers, Food",White Oak,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.3469932,-79.8165684,Fellinis Pizzeria,,15131,4,2.5,PA
806 S Aiken Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,False,,,True,,,,,,,,,,,,,True,True,True,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,True,free,eFos_qY9NM_zRdtKmN8fKA,"Restaurants, Sandwiches, Breakfast & Brunch, Food, Bagels",Pittsburgh,5:30-17:0,5:30-17:0,6:0-16:0,6:0-16:0,5:30-17:0,5:30-17:0,5:30-17:0,1,40.4507324,-79.935724,Bruegger's Bagels,Shadyside,15232,29,3.0,PA
700 Broadway Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,False,,,,,8n13xwvvcuZUylr-y3eNMg,"Desserts, Food, Food Delivery Services, Chicken Shop, Fish & Chips, Restaurants",McKees Rocks,10:0-23:0,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1,40.4725661,-80.0731923,Hook Fish and Chicken,,15136,3,2.5,PA
329 Castle Shannon Blvd,,,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,,True,False,True,True,False,False,,,,True,False,,,,,,,,,,,False,True,False,False,False,True,True,False,,,,,,,,,True,True,True,False,False,False,False,False,False,loud,,False,casual,,True,True,2.0,False,True,True,no,,free,_laY6Ba-VWXCR6xg7LVtuQ,"Nightlife, Bars, Restaurants, Sandwiches, Pizza, Beer Bar",Pittsburgh,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.3762608,-80.0367425,Caliente Pizza & Draft House,,15234,87,2.5,PA
2677 Monroeville Blvd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,True,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,False,True,,,no,7Av7uSgowKNGQtnxWxcKxg,"Pizza, Italian, Restaurants",Monroeville,11:0-0:0,11:0-23:0,11:0-0:0,12:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.4355681,-79.7826072,Pizza Marsala,,15146,30,3.5,PA
139 Howard St,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,True,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,free,V2KKEJ9GF5D-4ykRJMnSaA,"Restaurants, Bars, Taiwanese, Nightlife",Pittsburgh,,,,,,,,1,40.48087968,-79.97549929,Smokey's Tavern,,15209,4,4.0,PA
5878 Northumberland St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,True,True,1.0,False,False,True,,True,no,VPaEJyi2hZJ6Bc2nBlhqEw,"Delis, Food, Restaurants, Grocery, Sandwiches",Pittsburgh,8:0-19:0,8:0-19:0,9:0-14:0,,8:0-19:0,8:0-19:0,8:0-19:0,1,40.4415476,-79.9206368,Food Shoppe,Squirrel Hill,15217,14,4.5,PA
200 Grant St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,True,casual,,False,False,1.0,False,False,True,,,no,Aes4MuZLnFqglFJNMZxRbw,"Restaurants, African, Coffee & Tea, Specialty Food, Imported Food, Food, Ethnic Food",Pittsburgh,11:0-14:0,11:0-14:0,,,11:0-14:0,11:0-14:0,11:0-14:0,0,40.4371691,-79.9981261,Lydiah's Coffee House,Downtown,15219,27,4.5,PA
"160 Millers Run Rd, Ste 400",,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,True,True,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,2.0,True,True,True,,,free,3gnQUW3pzKE32RenMfuf9A,"American (Traditional), Breakfast & Brunch, Restaurants, Cafes",Bridgeville,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,1,40.3580332,-80.1205551,First Watch,,15017,100,4.5,PA
381 N Shore Dr,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,False,False,True,False,,,,True,,,,,,,,,,False,,,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,free,2JYszoQKgJj6pPbaN7cLwQ,"Caterers, Italian, Event Planning & Services, Restaurants",Pittsburgh,11:0-22:0,11:0-21:0,11:0-22:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,0,40.445837,-80.01135841,Asiago's,North Side,15212,35,3.5,PA
3536 Saw Mill Run Blvd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,False,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,True,free,W-oHC268qtnU6qUrpKW41A,"Breakfast & Brunch, Diners, Restaurants, American (Traditional), Burgers",Brentwood,9:0-21:0,7:0-19:0,9:0-21:0,8:0-16:0,9:0-21:0,9:0-21:0,9:0-21:0,0,40.3723038,-79.982203,More Than Grilled Cheese Diner,,15227,12,4.5,PA
285 Fort Couch Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,,,False,casual,,False,True,2.0,False,True,True,,,,fjtmOAoiJdMCFFzrkEJESg,"Diners, Restaurants, Bakeries, Food",Pittsburgh,,,,,,,,1,40.34134122,-80.05431039,Eat N Park,,15241,6,3.0,PA
5021 Thoms Run Rd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,False,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,True,True,,,,,,,,,,,,,False,,1.0,False,True,True,yes,,free,dnhjXPmP5QDovnBfVmx7YA,"Chicken Wings, Sandwiches, American (Traditional), Dive Bars, Pubs, Food, Nightlife, Mexican, Restaurants, Bars",Oakdale,15:0-2:0,17:0-0:0,15:0-2:0,,15:0-2:0,15:0-2:0,15:0-2:0,1,40.37895584,-80.14619446,Rooster's Road House,,15071,3,3.5,PA
4611 Forbes Ave,,,full_bar,False,False,True,False,False,False,False,False,False,,,,,,,,,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,False,False,False,False,False,True,False,,,,,,,,,,True,,,,,,,,loud,,False,casual,,False,True,1.0,False,False,True,,False,free,jxNdYI9sQmTkqfpTsmhGtg,"Restaurants, American (Traditional)",Pittsburgh,,,,,,,,0,40.4446841,-79.9481068,Panther Hollow Inn,Oakland,15213,28,3.5,PA
4624 Liberty Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,False,False,False,False,False,False,True,True,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,True,True,2.0,False,True,True,,,free,fiRbomFAAtfTYOTTtnDUcA,"Nightlife, Bars, Sandwiches, Salad, Chicken Wings, Pizza, Burgers, Restaurants, Beer Bar",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.4620358,-79.9501025,Caliente Pizza & Drafthouse,Bloomfield,15224,244,3.0,PA
4709 Liberty Ave,,,none,False,False,False,True,False,False,False,True,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,True,no,lRB4EvPM0L88f4meH9KcYQ,"Ice Cream & Frozen Yogurt, Restaurants, Desserts, Food, Sandwiches, American (Traditional)",Pittsburgh,11:30-19:30,,11:30-19:30,11:30-17:0,11:30-19:30,10:30-20:30,11:30-19:30,0,40.462119,-79.949462,Peanut Butter Jelly Time,Bloomfield,15224,46,4.0,PA
"1000 Airport Blvd, Main Terminal, Pittsburgh International Airport",,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,False,,True,True,False,False,False,False,False,,,,,,,,,,False,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,,dSwOo43YKAIvp0PjNXdW2g,"Burgers, Food, Fast Food, Restaurants, Coffee & Tea",Pittsburgh,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,1,40.49501189,-80.25360346,McDonald's,,15231,8,3.0,PA
216 E 8th Ave,,,full_bar,False,False,False,False,False,False,False,True,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,True,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,free,00pYR20Rbt8c1r86UNlBJg,"American (New), Nightlife, Vegetarian, Bars, Restaurants, Vegan",Homestead,11:0-22:0,,10:0-22:0,11:0-15:0,11:0-21:0,11:0-21:0,11:0-21:0,0,40.4072651,-79.9101652,Tin Front Cafe,Homestead,15120,99,4.0,PA
4200 Penn Ave,,,beer_and_wine,True,False,False,False,False,False,False,True,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,True,,,True,True,True,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,True,True,2.0,True,True,True,,True,free,q0n4I-zqiI47xispOqc1lA,"French, Breakfast & Brunch, Restaurants, Creperies, Cafes, Italian",Pittsburgh,7:0-15:0,7:0-15:0,9:0-15:0,9:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,1,40.465725,-79.95432,Caffe Mona La Bistro,Bloomfield,15224,217,4.0,PA
1400 Smallman St,,,full_bar,False,False,True,False,False,False,False,False,False,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,True,casual,,False,True,2.0,False,True,True,,True,,3yOAOV1ZlrhSWgANFWDWDA,"Restaurants, American (Traditional)",Pittsburgh,11:30-2:0,11:30-2:0,11:30-2:0,,11:30-2:0,11:30-2:0,11:30-2:0,0,40.4484631,-79.9894086,Sports Rock Cafe,Strip District,15222,6,2.0,PA
"100 Siena Dr, Ste 250",,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,False,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,very_loud,,True,casual,,False,True,1.0,False,False,True,,,no,djVSTqO5Kn3LT6s6tWVeSw,"Burgers, Restaurants, Salad, Cafes",Upper Saint Clair,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1,40.3471534,-80.0574215,Hello Bistro,,15241,24,3.5,PA
342 W Pike St,,,full_bar,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,,,,False,False,,,,,,,,,,False,False,True,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,1.0,False,True,True,,,free,_v-ohI2mMcUg8-3p3b12Ow,"Restaurants, Burgers, Bars, Nightlife, Sandwiches, American (Traditional)",Canonsburg,11:0-2:0,11:0-2:0,12:0-2:0,12:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.25806983,-80.19619513,The Last Call,,15317,12,3.5,PA
632 Washington Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,nMUSAPBxlvR8PBPDEsV52g,"Restaurants, Sandwiches",Pittsburgh,10:0-21:0,10:0-21:0,10:0-21:0,11:0-20:0,10:0-21:0,10:0-21:0,10:0-21:0,1,40.3819604,-80.0443604,Lebo Subs,,15228,49,4.0,PA
428 Beaver St,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,False,2.0,False,,True,,,,afKXfZ1OioxbW2Ep7L8edg,"American (New), Food, Restaurants",Sewickley,,,,,,,,1,40.54080351,-80.18110803,B Gourmet,Sewickley,15143,25,4.5,PA
11150 Babcock Blvd,,,full_bar,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,True,False,False,False,False,False,,,,,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,True,False,False,True,False,False,False,False,average,,False,,,,True,1.0,,,,yes,True,,QdHS1SCywDTU1nxOprAE6w,"American (Traditional), Pubs, Restaurants, Bars, Nightlife",Gibsonia,11:0-2:0,15:0-2:0,11:0-2:0,12:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,1,40.67133651,-79.99618056,Willee's Tavern,,15044,9,3.5,PA
1233 Penn Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,,loud,,False,casual,,False,True,1.0,False,False,True,,,no,UPKWR2kaOne5d4AmdqdZlg,"Sandwiches, Restaurants",Pittsburgh,7:0-18:0,7:0-18:0,,,7:0-18:0,7:0-18:0,7:0-18:0,1,40.4464569,-79.9917592,Two Louie's Market,Strip District,15222,26,4.5,PA
7600 N Braddock Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,True,2.0,False,False,True,,,no,tIjoGxi2r6QvREucvQwZpA,"Chicken Wings, Restaurants, Soul Food, Barbeque",Pittsburgh,13:0-21:0,15:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,1,40.45303766,-79.89117265,The Dream BBQ,Homewood,15208,26,4.5,PA
4917 Penn Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,False,False,False,True,False,False,,,,False,,,,,,,,,,False,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,1.0,True,True,True,,False,no,uKesGTGs1o5KgazKq-0iMQ,"Vietnamese, Restaurants",Pittsburgh,17:0-22:0,17:0-21:0,11:0-22:0,12:0-20:0,17:0-21:0,,17:0-21:0,1,40.4653614,-79.9445218,Pho Minh,Garfield,15224,94,4.0,PA
515 Allegheny Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,True,True,True,,True,no,mX9wWpoz1x6-snTvxlIOOg,"Restaurants, American (New), Italian, Seafood",Oakmont,11:0-22:0,11:0-21:0,11:0-22:0,,11:0-21:0,11:0-21:0,11:0-21:0,1,40.518144,-79.843511,The Chelsea Grille,,15139,49,4.0,PA
921 E Pittsburgh McKeesport Blvd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,False,,,,,,,,,,False,False,True,False,False,False,True,True,True,,,,,,,,,True,True,False,False,False,False,False,False,False,loud,,True,casual,,False,True,2.0,False,True,True,,True,free,C0c3ahJp1U4Jg_kgGoyXKw,"Sandwiches, American (Traditional), Bars, Sports Bars, Nightlife, Burgers, Restaurants, Pizza, American (New)",North Versailles,11:0-2:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.3829297,-79.828404,Primanti Bros,,15137,33,3.0,PA
260 Mall Blvd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,True,True,False,True,,,,,,,,,False,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,True,True,True,no,True,no,30uxz3C85N_QnpDoyz0ytw,"Italian, Salad, Nightlife, Bars, Wine Bars, Restaurants",Monroeville,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.4340368,-79.7869004,Olive Garden Italian Restaurant,,15146,36,3.5,PA
4051 William Penn Hwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qbIiJ7JU1AH3RYMm0Okmkw,"Restaurants, Pizza",Murrysville,,,,,,,,1,40.427069,-79.6912964,Donna Lynn's Pizza,,15668,7,2.0,PA
2158 Brownsville Rd,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,casual,,True,True,2.0,False,,True,,False,,wQt02A5yue6S0ujGZUQerw,"Pizza, Italian, Chicken Wings, Restaurants",Pittsburgh,,,,,,,,1,40.3919558,-79.9874081,Pizza Hut,Carrick,15210,6,1.5,PA
7001 Stuebenville Pike,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,quiet,,,casual,,False,True,1.0,,,True,,,,ujOrkYCsy3scxDylKRZ_cw,"Restaurants, American (Traditional)",Oakdale,,,,,,,,1,40.4458329,-80.1712102,Tonidale Restaurant and Lounge,,15071,4,2.0,PA
3160 Library Rd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,False,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,True,True,yes,True,free,Xdoqt46KMRBiaWWMa41m1A,"Nightlife, Restaurants, Pizza, Bars, Pubs, American (Traditional), Food, Beer, Wine & Spirits, Chicken Wings",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.3717019,-80.0090216,The Coal Mine,,15234,3,4.0,PA
1712 Murray Ave,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,yes_corkage,True,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,True,True,2.0,True,True,True,,True,no,NcNzTKVatkbRkD_G8A891A,"Tapas Bars, Thai, Restaurants",Pittsburgh,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,40.437802,-79.92303,Silk Elephant,Squirrel Hill,15217,207,3.5,PA
"200 Monroeville Mall Blvd, Unit A21",,,,,,,,,,,,,,,,,,,,False,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,1.0,False,,True,,,,QF8hmN_g6n0BTlLJ0tT9Hg,"Japanese, Sushi Bars, Restaurants",Monroeville,10:0-21:0,10:0-21:0,10:0-21:0,12:0-18:0,10:0-21:0,10:0-21:0,10:0-21:0,1,40.42936612,-79.79516029,Sarku Japan,,15146,4,5.0,PA
146 E Main St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,True,True,1.0,,,True,,,,jur5JyCaELZrYu2_EwCDhg,"Diners, Restaurants",Carnegie,7:0-18:0,7:0-18:0,,,7:0-18:0,7:0-18:0,7:0-18:0,0,40.407946,-80.085541,Carnegie Diner,Carnegie,15106,4,2.5,PA
